;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle var;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;1rope;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;cuff;WAHR*;WAHR;WAHR*;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand ;;WAHR;WAHR*
;;;;WAHR;raw ;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand ;;WAHR;WAHR*
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;only rotation backwards, transition from plane trans to plane lat;;FALSCH;WAHR
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FALSCH;back;extension ;WAHR;straight ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;straight arms;;FALSCH;WAHR
;;;;WAHR;long light bend ;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;straight arms;;FALSCH;WAHR
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle var;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;straight arms;;FALSCH;WAHR
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FALSCH;biceps;curl;WAHR;straight ;WAHR;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;FALSCH;WAHR*;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;conzentration curls? ;;WAHR*;WAHR
;;;;WAHR;d-handle fix;FALSCH;WAHR*;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR*;WAHR
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR*;WAHR
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;forearm;flexion;WAHR;straight ;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;FALSCH;nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;forearm;extension ;WAHR;straight ;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;FALSCH;nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
free + freeweight ;WAHR;back;back row;WAHR;dumbell;WAHR;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;sup = sag;;;
;;;;WAHR;barbell;WAHR*;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;sup = sag;;;
;;;;WAHR;small barbell;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;sup = sag;;;
;;;;WAHR;EZ bar;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;WAHR;nose bar;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;FALSCH;plates;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;default  ;;;s ;s-n;n;n-p;p ;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
